
image=images/npcs/goblin_elite.png

[stance]
frames=4
duration=720ms
type=back_forth
frame=0,0,143,1213,47,41,29,36
frame=0,1,213,2802,35,43,15,39
frame=0,2,0,2793,35,48,14,40
frame=0,3,133,1527,44,46,11,37
frame=0,4,0,493,53,41,17,36
frame=0,5,165,2067,41,41,19,35
frame=0,6,105,2811,35,40,14,34
frame=0,7,84,1925,42,39,27,34
frame=1,0,194,1067,48,40,30,35
frame=1,1,142,2781,35,42,15,38
frame=1,2,143,2734,35,47,14,39
frame=1,3,88,1561,44,46,11,37
frame=1,4,53,497,53,40,17,35
frame=1,5,123,2090,41,41,19,34
frame=1,6,70,2825,35,40,14,34
frame=1,7,123,2131,41,39,26,34
frame=2,0,194,1107,48,40,30,34
frame=2,1,150,2497,37,41,16,37
frame=2,2,107,2764,35,47,14,39
frame=2,3,44,1590,44,46,11,36
frame=2,4,0,534,53,39,17,34
frame=2,5,173,1741,43,39,20,33
frame=2,6,69,2949,34,40,14,33
frame=2,7,0,1966,42,38,27,33
frame=3,0,47,1239,47,39,30,34
frame=3,1,112,2530,37,41,16,37
frame=3,2,0,2640,36,47,14,39
frame=3,3,136,1423,45,45,11,36
frame=3,4,162,463,53,39,16,34
frame=3,5,129,1774,43,39,20,32
frame=3,6,140,2823,35,39,14,32
frame=3,7,41,2141,41,37,27,32
