
image=images/npcs/knight.png

[stance]
frames=194
duration=18s
type=looped
frame=0,0,170,101,53,55,15,44
frame=1,0,170,101,53,55,15,44
frame=2,0,170,101,53,55,15,44
frame=3,0,170,101,53,55,15,44
frame=4,0,225,268,53,55,15,44
frame=5,0,276,100,53,55,15,44
frame=6,0,117,320,53,56,15,45
frame=7,0,170,320,53,56,15,45
frame=8,0,223,100,53,56,15,45
frame=9,0,171,156,53,56,15,45
frame=10,0,224,156,53,56,15,45
frame=11,0,225,212,53,56,15,45
frame=12,0,277,155,53,55,15,44
frame=13,0,278,210,53,55,15,44
frame=14,0,278,265,53,55,15,44
frame=15,0,330,155,53,55,15,44
frame=16,0,331,210,53,55,15,44
frame=17,0,331,265,53,55,15,44
frame=18,0,278,320,53,55,15,44
frame=19,0,276,375,53,55,15,44
frame=20,0,329,375,53,55,15,44
frame=21,0,278,210,53,55,15,44
frame=22,0,329,375,53,55,15,44
frame=23,0,276,375,53,55,15,44
frame=24,0,278,320,53,55,15,44
frame=25,0,331,265,53,55,15,44
frame=26,0,331,210,53,55,15,44
frame=27,0,330,155,53,55,15,44
frame=28,0,278,265,53,55,15,44
frame=29,0,278,210,53,55,15,44
frame=30,0,277,155,53,55,15,44
frame=31,0,225,212,53,56,15,45
frame=32,0,224,156,53,56,15,45
frame=33,0,171,156,53,56,15,45
frame=34,0,223,100,53,56,15,45
frame=35,0,170,320,53,56,15,45
frame=36,0,117,320,53,56,15,45
frame=37,0,276,100,53,55,15,44
frame=38,0,225,268,53,55,15,44
frame=39,0,170,101,53,55,15,44
frame=40,0,170,101,53,55,15,44
frame=41,0,170,101,53,55,15,44
frame=42,0,170,101,53,55,15,44
frame=43,0,170,101,53,55,15,44
frame=44,0,170,101,53,55,15,44
frame=45,0,170,101,53,55,15,44
frame=46,0,225,268,53,55,15,44
frame=47,0,276,100,53,55,15,44
frame=48,0,117,320,53,56,15,45
frame=49,0,170,320,53,56,15,45
frame=50,0,223,100,53,56,15,45
frame=51,0,171,156,53,56,15,45
frame=52,0,224,156,53,56,15,45
frame=53,0,225,212,53,56,15,45
frame=54,0,277,155,53,55,15,44
frame=55,0,278,210,53,55,15,44
frame=56,0,278,265,53,55,15,44
frame=57,0,330,155,53,55,15,44
frame=58,0,331,210,53,55,15,44
frame=59,0,331,265,53,55,15,44
frame=60,0,278,320,53,55,15,44
frame=61,0,276,375,53,55,15,44
frame=62,0,329,375,53,55,15,44
frame=63,0,278,210,53,55,15,44
frame=64,0,329,375,53,55,15,44
frame=65,0,276,375,53,55,15,44
frame=66,0,278,320,53,55,15,44
frame=67,0,331,265,53,55,15,44
frame=68,0,331,210,53,55,15,44
frame=69,0,330,155,53,55,15,44
frame=70,0,278,265,53,55,15,44
frame=71,0,278,210,53,55,15,44
frame=72,0,277,155,53,55,15,44
frame=73,0,225,212,53,56,15,45
frame=74,0,224,156,53,56,15,45
frame=75,0,171,156,53,56,15,45
frame=76,0,223,100,53,56,15,45
frame=77,0,170,320,53,56,15,45
frame=78,0,117,320,53,56,15,45
frame=79,0,276,100,53,55,15,44
frame=80,0,225,268,53,55,15,44
frame=81,0,170,101,53,55,15,44
frame=82,0,170,101,53,55,15,44
frame=83,0,170,101,53,55,15,44
frame=84,0,170,101,53,55,15,44
frame=85,0,170,101,53,55,15,44
frame=86,0,170,101,53,55,15,44
frame=87,0,170,101,53,55,15,44
frame=88,0,225,268,53,55,15,44
frame=89,0,276,100,53,55,15,44
frame=90,0,117,320,53,56,15,45
frame=91,0,170,320,53,56,15,45
frame=92,0,223,100,53,56,15,45
frame=93,0,171,156,53,56,15,45
frame=94,0,224,156,53,56,15,45
frame=95,0,225,212,53,56,15,45
frame=96,0,277,155,53,55,15,44
frame=97,0,278,210,53,55,15,44
frame=98,0,278,265,53,55,15,44
frame=99,0,330,155,53,55,15,44
frame=100,0,331,210,53,55,15,44
frame=101,0,331,265,53,55,15,44
frame=102,0,278,320,53,55,15,44
frame=103,0,276,375,53,55,15,44
frame=104,0,329,375,53,55,15,44
frame=105,0,278,210,53,55,15,44
frame=106,0,329,375,53,55,15,44
frame=107,0,276,375,53,55,15,44
frame=108,0,278,320,53,55,15,44
frame=109,0,331,265,53,55,15,44
frame=110,0,331,210,53,55,15,44
frame=111,0,330,155,53,55,15,44
frame=112,0,278,265,53,55,15,44
frame=113,0,278,210,53,55,15,44
frame=114,0,277,155,53,55,15,44
frame=115,0,225,212,53,56,15,45
frame=116,0,224,156,53,56,15,45
frame=117,0,171,156,53,56,15,45
frame=118,0,223,100,53,56,15,45
frame=119,0,170,320,53,56,15,45
frame=120,0,117,320,53,56,15,45
frame=121,0,276,100,53,55,15,44
frame=122,0,225,268,53,55,15,44
frame=123,0,170,101,53,55,15,44
frame=124,0,170,101,53,55,15,44
frame=125,0,170,101,53,55,15,44
frame=126,0,170,101,53,55,15,44
frame=127,0,170,101,53,55,15,44
frame=128,0,170,101,53,55,15,44
frame=129,0,170,101,53,55,15,44
frame=130,0,225,268,53,55,15,44
frame=131,0,276,100,53,55,15,44
frame=132,0,117,320,53,56,15,45
frame=133,0,170,320,53,56,15,45
frame=134,0,223,100,53,56,15,45
frame=135,0,171,156,53,56,15,45
frame=136,0,224,156,53,56,15,45
frame=137,0,225,212,53,56,15,45
frame=138,0,277,155,53,55,15,44
frame=139,0,278,210,53,55,15,44
frame=140,0,278,265,53,55,15,44
frame=141,0,330,155,53,55,15,44
frame=142,0,331,210,53,55,15,44
frame=143,0,331,265,53,55,15,44
frame=144,0,278,320,53,55,15,44
frame=145,0,276,375,53,55,15,44
frame=146,0,329,375,53,55,15,44
frame=147,0,278,210,53,55,15,44
frame=148,0,382,375,51,55,13,44
frame=149,0,433,105,51,54,13,43
frame=150,0,384,213,52,54,14,43
frame=151,0,117,376,55,54,17,43
frame=152,0,115,266,57,54,19,43
frame=153,0,172,46,58,54,20,43
frame=154,0,230,46,58,54,20,43
frame=155,0,59,337,58,55,20,44
frame=156,0,114,156,57,55,19,44
frame=157,0,431,0,56,55,18,44
frame=158,0,58,225,57,56,19,45
frame=159,0,0,256,58,58,20,47
frame=160,0,0,314,58,58,20,47
frame=161,0,0,372,59,58,21,47
frame=162,0,52,53,59,58,21,47
frame=163,0,52,111,59,57,21,46
frame=164,0,55,168,59,57,21,46
frame=165,0,58,281,57,56,19,45
frame=166,0,369,0,62,55,24,44
frame=167,0,0,53,52,72,14,61
frame=168,0,0,125,50,67,13,54
frame=169,0,0,192,55,64,18,49
frame=170,0,354,55,61,49,28,32
frame=171,0,230,0,71,46,36,31
frame=172,0,74,0,84,40,43,28
frame=173,0,415,55,61,50,24,32
frame=174,0,226,372,50,58,23,31
frame=175,0,111,101,59,55,17,26
frame=176,0,301,0,68,53,23,25
frame=177,0,158,0,72,46,44,25
frame=178,0,223,323,52,49,36,25
frame=179,0,288,53,66,45,51,30
frame=180,0,0,0,74,53,49,36
frame=181,0,329,104,49,51,27,38
frame=182,0,172,376,54,54,20,43
frame=183,0,111,46,61,55,20,44
frame=184,0,115,211,56,55,20,44
frame=185,0,172,266,53,54,20,43
frame=186,0,171,212,54,54,19,43
frame=187,0,384,159,53,54,16,43
frame=188,0,383,105,50,54,14,43
frame=189,0,383,320,50,55,14,44
frame=190,0,436,213,51,55,15,44
frame=191,0,433,268,51,55,15,44
frame=192,0,331,320,52,55,16,44
frame=193,0,433,323,51,55,15,44
