
image=images/enemies/demon.png

[stance]
frames=4
duration=800ms
type=back_forth
frame=0,0,125,373,104,121,33,116
frame=0,1,550,445,127,104,47,92
frame=0,2,137,221,145,84,85,81
frame=0,3,678,758,124,96,113,95
frame=0,4,229,306,99,104,93,110
frame=0,5,0,1681,120,116,99,122
frame=0,6,137,108,141,113,78,116
frame=0,7,0,243,122,130,30,126
frame=1,0,136,971,105,115,33,110
frame=1,1,677,547,124,103,46,90
frame=1,2,974,207,146,81,90,78
frame=1,3,424,299,126,96,116,93
frame=1,4,1066,378,100,105,94,111
frame=1,5,0,1444,119,118,98,124
frame=1,6,278,108,144,109,76,112
frame=1,7,0,373,125,126,30,122
frame=2,0,236,1392,105,108,33,103
frame=2,1,801,547,124,101,46,87
frame=2,2,550,266,147,80,95,77
frame=2,3,678,854,125,97,118,92
frame=2,4,451,1567,100,108,94,114
frame=2,5,0,1324,119,120,99,126
frame=2,6,284,0,146,108,73,111
frame=2,7,0,499,127,120,30,116
frame=3,0,236,1500,105,104,33,98
frame=3,1,1539,105,123,101,46,85
frame=3,2,828,282,146,78,98,76
frame=3,3,677,450,127,97,120,91
frame=3,4,355,496,98,110,93,116
frame=3,5,0,1203,119,121,99,127
frame=3,6,137,0,147,108,70,111
frame=3,7,0,739,129,116,30,112

[shoot]
frames=6
duration=800ms
type=play_once
frame=0,0,1163,1613,80,87,37,76
frame=0,1,1321,1225,70,85,47,75
frame=0,2,1243,1613,79,87,69,76
frame=0,3,1212,1532,68,81,70,79
frame=0,4,1167,809,77,82,70,87
frame=0,5,1470,1558,64,77,50,85
frame=0,6,1502,591,76,86,37,85
frame=0,7,356,410,68,86,28,80
frame=1,0,1235,1781,78,87,36,77
frame=1,1,1173,645,71,86,47,76
frame=1,2,1313,1781,79,87,68,77
frame=1,3,1120,207,72,81,70,79
frame=1,4,1555,1279,77,82,69,87
frame=1,5,1533,1752,65,78,50,86
frame=1,6,1322,1310,78,85,39,84
frame=1,7,1237,1139,73,87,31,81
frame=2,0,1502,677,77,86,41,77
frame=2,1,1491,331,75,87,46,77
frame=2,2,1310,1139,77,86,65,79
frame=2,3,1320,1395,80,85,70,82
frame=2,4,1213,1700,76,81,64,88
frame=2,5,1316,1060,74,79,55,88
frame=2,6,1503,846,76,82,39,82
frame=2,7,1072,1781,81,88,38,82
frame=3,0,1391,1225,79,85,54,78
frame=3,1,487,1781,79,90,50,80
frame=3,2,1480,1303,75,83,61,82
frame=3,3,992,756,86,88,69,86
frame=3,4,1400,1310,80,85,53,89
frame=3,5,1492,1004,81,79,56,90
frame=3,6,1541,1674,72,78,39,80
frame=3,7,890,1057,87,86,44,81
frame=4,0,892,911,89,85,62,81
frame=4,1,399,1781,88,90,65,82
frame=4,2,1494,418,79,87,57,86
frame=4,3,1198,288,84,89,67,90
frame=4,4,775,1432,90,88,54,90
frame=4,5,1078,764,89,83,49,91
frame=4,6,1556,1519,78,76,48,82
frame=4,7,1579,660,83,80,42,78
frame=5,0,1390,1065,81,84,51,77
frame=5,1,566,1781,78,90,48,80
frame=5,2,1470,1219,75,84,63,81
frame=5,3,1160,969,85,88,70,85
frame=5,4,1400,1395,81,84,57,89
frame=5,5,1400,1479,79,79,56,89
frame=5,6,1461,1714,72,77,37,79
frame=5,7,1246,878,86,87,43,82

[swing2]
frames=5
duration=400ms
type=play_once
frame=0,0,341,1334,104,107,33,102
frame=0,1,0,855,136,116,53,94
frame=0,2,712,0,141,98,85,84
frame=0,3,0,971,136,113,118,102
frame=0,4,796,650,98,108,98,113
frame=0,5,430,0,139,104,106,110
frame=0,6,853,0,137,102,78,105
frame=0,7,0,619,129,120,37,116
frame=1,0,992,651,95,105,38,97
frame=1,1,0,122,137,121,66,98
frame=1,2,424,191,126,108,80,94
frame=1,3,0,0,137,122,108,107
frame=1,4,120,1676,105,110,88,108
frame=1,5,569,0,143,97,98,103
frame=1,6,678,951,125,88,74,91
frame=1,7,680,350,128,100,50,96
frame=2,0,864,1520,94,93,54,84
frame=2,1,328,922,117,108,68,88
frame=2,2,1050,550,101,101,72,90
frame=2,3,461,714,122,110,93,97
frame=2,4,340,1686,105,95,74,92
frame=2,5,931,459,127,91,82,97
frame=2,6,347,1604,104,82,61,85
frame=2,7,349,830,112,92,52,88
frame=3,0,1072,928,88,83,57,76
frame=3,1,1104,288,94,89,62,73
frame=3,2,1153,1139,84,87,64,79
frame=3,3,302,1781,97,90,79,82
frame=3,4,865,1432,94,88,63,88
frame=3,5,235,1308,100,84,64,90
frame=3,6,1577,369,85,77,48,80
frame=3,7,120,1786,92,85,44,81
frame=4,0,1289,1700,83,81,55,74
frame=4,1,1494,505,83,86,57,73
frame=4,2,1481,1386,75,83,60,77
frame=4,3,1152,1309,84,86,73,81
frame=4,4,1236,1311,86,84,58,86
frame=4,5,1577,289,85,80,56,86
frame=4,6,0,1797,76,74,42,77
frame=4,7,1471,1083,81,80,38,76

[run]
frames=9
duration=533ms
type=looped
frame=0,0,1505,928,74,76,42,71
frame=0,1,1406,428,88,82,53,71
frame=0,2,1332,719,84,81,70,74
frame=0,3,1332,800,84,81,77,79
frame=0,4,1400,1635,72,76,62,84
frame=0,5,1166,891,80,78,61,87
frame=0,6,988,996,84,78,40,77
frame=0,7,212,1786,90,85,39,79
frame=1,0,1173,731,71,78,40,73
frame=1,1,759,1613,86,83,51,72
frame=1,2,1068,1157,85,82,68,75
frame=1,3,845,1613,83,83,78,80
frame=1,4,1478,253,69,78,62,85
frame=1,5,1157,1453,80,79,62,89
frame=1,6,1192,209,85,79,43,79
frame=1,7,803,968,89,87,36,81
frame=2,0,1142,1700,71,81,35,76
frame=2,1,445,1696,86,85,48,73
frame=2,2,720,1696,86,85,64,76
frame=2,3,806,1696,82,85,79,81
frame=2,4,1245,1060,71,79,66,86
frame=2,5,928,1613,80,83,63,92
frame=2,6,1416,684,86,81,47,83
frame=2,7,644,1781,85,89,31,84
frame=3,0,1256,479,73,83,35,78
frame=3,1,1406,510,88,86,50,74
frame=3,2,1245,562,87,87,64,77
frame=3,3,1081,1613,82,87,80,82
frame=3,4,1332,552,74,79,68,87
frame=3,5,1332,631,84,88,65,94
frame=3,6,1416,765,87,80,47,85
