[header]
width=70
height=50
tilewidth=64
tileheight=32
music=music/overworld_theme.ogg
tileset=tilesetdefs/tileset_grassland.txt
title=River Road

[tilesets]
tileset=../../tiled/grassland/tiled_collision.png,64,32,0,0
tileset=../../tiled/grassland/grassland.png,64,128,0,0
tileset=../../tiled/grassland/grassland_water.png,64,64,0,32
tileset=../../tiled/grassland/grassland_structures.png,64,256,0,0
tileset=../../tiled/grassland/grassland_trees.png,128,256,-32,0
tileset=../../tiled/grassland/set_rules.png,64,32,0,0
tileset=../../tiled/grassland/tiled_grassland_2x2.png,128,64,0,16

[layer]
type=background
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,26,26,27,29,0,0,0,0,0,0,0,0,0,0,0,26,21,21,26,22,144,184,181,190,182,187,186,150,30,18,29,20,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,31,25,24,25,25,18,0,0,0,30,30,31,25,0,17,24,21,28,31,16,148,184,182,177,190,185,176,150,18,28,30,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,27,16,25,19,24,24,24,27,26,24,21,30,20,20,25,22,28,30,18,27,20,155,163,183,190,177,179,186,150,22,24,23,23,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,30,22,20,26,17,18,26,19,18,17,22,30,31,18,19,22,23,17,29,27,28,148,163,189,187,189,180,165,157,17,21,31,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,23,18,19,25,17,31,30,20,27,30,16,29,18,18,24,28,26,18,27,24,25,28,148,190,177,178,181,190,188,150,28,19,31,27,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,22,30,31,19,22,28,23,23,24,18,25,16,25,30,29,22,29,20,31,23,148,179,183,178,182,180,166,154,20,19,20,18,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,18,26,29,22,27,18,30,20,18,21,26,31,31,31,29,31,29,24,17,23,22,156,164,185,188,190,186,176,150,25,19,24,17,28,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,23,31,25,26,20,21,21,19,26,26,21,29,24,18,23,24,23,23,23,31,31,18,22,148,191,184,191,184,179,190,150,29,17,29,20,17,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
