[header]
width=40
height=40
tilewidth=64
tileheight=32
music=overworld_theme.ogg
tileset=tileset_grassland.txt
title=Journeys End

[tilesets]
tileset=../../tiled/grassland/tiled_collision.png,64,32,0,0
tileset=../../tiled/grassland/grassland.png,64,128,0,0
tileset=../../tiled/grassland/grassland_water.png,64,64,0,32
tileset=../../tiled/grassland/grassland_structures.png,64,256,0,0
tileset=../../tiled/grassland/grassland_trees.png,128,256,-32,0
tileset=../../tiled/grassland/set_rules.png,64,32,0,0
tileset=../../tiled/grassland/tiled_grassland_2x2.png,128,64,0,16

[layer]
type=background
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,17,29,17,24,0,0,31,16,18,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,20,29,24,27,29,21,26,26,30,20,16,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,25,16,16,20,19,17,20,20,29,19,27,24,19,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,26,20,24,28,28,22,26,20,24,23,24,24,28,25,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,24,17,24,27,31,23,22,19,20,25,16,23,30,19,21,27,22,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,31,22,31,27,16,26,29,16,21,24,23,19,19,28,26,20,23,18,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,25,22,22,18,25,17,31,20,19,29,29,18,17,31,22,27,19,21,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,17,17,17,24,19,31,28,18,25,27,21,22,17,24,30,29,30,31,30,25,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,28,30,29,27,31,25,31,16,18,30,16,19,18,18,24,16,28,30,26,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,29,16,19,21,27,23,24,25,23,16,26,30,16,29,24,30,24,27,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,18,22,30,17,19,16,17,18,30,16,28,29,26,22,26,31,29,17,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,30,17,25,21,17,27,27,17,22,28,30,17,30,24,16,31,23,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,20,30,24,25,28,22,25,22,26,27,27,20,29,30,28,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,30,21,25,30,16,29,31,26,17,24,19,19,30,27,19,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,18,30,23,31,16,31,16,31,26,21,30,25,20,26,22,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,22,16,22,25,28,18,30,29,28,29,16,19,20,23,23,29,28,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,18,27,16,25,21,22,18,17,28,18,31,16,18,31,29,31,21,30,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,19,31,31,24,29,31,23,22,23,21,24,26,16,27,17,16,21,27,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,21,31,22,17,25,28,17,25,23,27,26,28,24,29,18,21,27,27,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,20,22,20,22,31,18,16,18,24,20,24,20,19,17,26,19,23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,29,23,28,17,31,16,17,18,18,27,31,23,19,25,27,21,22,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,24,20,19,31,17,20,20,16,23,29,28,26,30,25,18,28,24,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,18,31,23,21,25,16,19,19,23,19,25,28,21,17,20,21,17,19,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,21,17,18,28,17,24,16,16,29,31,27,31,26,18,31,29,17,27,28,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,18,24,30,20,18,21,22,25,30,17,21,17,22,25,30,20,19,19,23,24,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,20,18,19,28,17,23,25,23,18,19,23,21,16,27,20,18,26,23,16,16,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,18,18,20,19,19,27,28,24,26,26,24,16,29,22,27,17,16,28,22,19,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,29,24,17,27,20,25,31,21,24,31,19,17,27,29,25,30,18,30,27,27,25,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,21,26,0,27,17,31,19,0,24,18,31,28,25,21,23,16,23,24,25,17,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,23,18,17,28,16,16,26,24,20,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,29,24,30,28,17,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,30,20,21,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,29,19,21,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

[layer]
type=object
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,56,53,53,57,0,0,56,53,53,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,56,68,0,0,69,53,53,68,0,0,69,53,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,56,68,0,131,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,56,68,0,0,0,0,0,0,0,0,0,118,0,0,69,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,56,68,0,0,0,124,0,0,0,0,0,0,0,0,0,0,69,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,69,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,56,68,0,0,0,127,0,0,0,0,0,264,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,52,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,59,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
